StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q3_4,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_1,Q15,Q16,Q16_7_TEXT,SC0,SC1,SC2,SC3,SC4
2022-04-02 16:08:24,2022-04-02 16:10:28,IP Address,24.158.184.211,100,124,True,2022-04-02 16:10:28,R_0Mz0tGintNOIBah,,,,,34.75689697265625,-84.7935028076171875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,A little more friendly,A little better at preaching,Female,25-34 years old,0-1 year,Almost never or never,Regular volunteer,2. Slightly,2000+,Predominantly White,,19,12,15,22,23
2022-04-02 16:08:09,2022-04-02 16:12:26,IP Address,107.115.159.141,100,256,True,2022-04-02 16:12:26,R_1gSCKzr4ue5G3sU,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,25-34 years old,8+ years,Once per week,Regular volunteer,3. Somewhat,200-499,Predominantly White,,19,14,15,25,23
2022-04-02 16:29:00,2022-04-02 16:30:48,IP Address,107.119.65.107,100,107,True,2022-04-02 16:30:48,R_AjpfuqoYnFZo7zH,,,,,35.171600341796875,-80.91179656982421875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,3. Average,3. Average,4. Very,4. Agree,3. Neutral,3. Neutral,4. Agree,3. Neutral,4. Agree,3. Neutral,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,A little more friendly,A little better at interacting with people,Female,18-24 years old,5-8 years,Once per week,Regular attender,5. Quite Well,200-499,Predominantly White,,14,12,10,18,19
2022-04-02 16:30:02,2022-04-02 16:33:13,IP Address,98.20.170.148,100,191,True,2022-04-02 16:33:14,R_x4UYvFeIYdlb4oV,,,,,34.1150970458984375,-83.57489776611328125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,A little more intelligent,A little better at preaching,Female,45-54 years old,5-8 years,Once per week,Regular attender,4. Well,500-1999,Predominantly White,,16,12,15,23,23
2022-04-02 16:32:38,2022-04-02 16:34:58,IP Address,107.77.237.21,100,140,True,2022-04-02 16:34:59,R_e2MvZ7ps5QmvYCB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,5. Extremely,3. Average,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,A little more intelligent,A little better at preaching,Male,35-44 years old,8+ years,Once per week,Regular volunteer,4. Well,200-499,Predominantly White,,18,13,15,25,23
2022-04-02 16:44:52,2022-04-02 16:48:06,IP Address,108.235.226.118,100,194,True,2022-04-02 16:48:07,R_2dnHzarmMAO3kgA,,,,,33.851898193359375,-83.4120025634765625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,Much more friendly,Much better at preaching,Male,45-54 years old,8+ years,More than once per week,Regular attender,5. Quite Well,2000+,Predominantly White,,19,15,15,24,25
2022-03-26 17:05:59,2022-03-26 17:06:26,IP Address,96.31.199.229,6,27,False,2022-04-02 17:06:28,R_4MjlvaePGdG3mxP,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-04-02 17:15:07,2022-04-02 17:17:25,IP Address,174.241.186.127,100,137,True,2022-04-02 17:17:26,R_1dMJ2mewrf1KA0L,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,A little more intelligent,A little better at preaching,Male,25-34 years old,8+ years,Once per week,Regular attender,3. Somewhat,200-499,Predominantly White,,16,12,12,19,20
2022-04-02 17:39:19,2022-04-02 17:44:52,IP Address,65.34.110.74,100,332,True,2022-04-02 17:44:52,R_1g7O0WFSDb6N3Mx,,,,,30.7144012451171875,-85.54920196533203125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,4. Agree,A little more intelligent,A little better at preaching,Female,35-44 years old,2-4 years,More than once per week,Leadership position,3. Somewhat,100-199,Predominantly White,,16,12,14,20,20
2022-04-02 17:50:02,2022-04-02 17:57:54,IP Address,12.70.247.101,100,471,True,2022-04-02 17:57:54,R_27jQWLN9nL2YyD8,,,,,30.7144012451171875,-85.54920196533203125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,55-64 years old,8+ years,Once per month,Regular attender,4. Well,500-1999,Predominantly White,,20,15,15,25,25
2022-04-02 18:00:18,2022-04-02 18:06:51,IP Address,98.251.84.221,100,392,True,2022-04-02 18:06:52,R_32RbwQFznWxE39B,,,,,34.231903076171875,-84.16269683837890625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,Much more friendly,Much better at interacting with people,Female,45-54 years old,8+ years,Almost never or never,Regular attender,2. Slightly,500-1999,Predominantly White,,20,15,15,25,25
2022-04-02 18:10:35,2022-04-02 18:17:11,IP Address,108.204.39.79,100,396,True,2022-04-02 18:17:12,R_cTH2yEz3KMde6gp,,,,,34.921295166015625,-85.14859771728515625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,5. Extremely,5. Extremely,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at interacting with people,Female,55-64 years old,8+ years,Once per week,Regular attender,4. Well,100-199,Predominantly White,,18,15,12,23,24
2022-04-02 18:54:04,2022-04-02 18:56:18,IP Address,76.106.155.154,100,133,True,2022-04-02 18:56:18,R_11XeV7iypAAwUTd,,,,,30.0955047607421875,-81.7198028564453125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,5. Extremely,5. Extremely,3. Average,4. Very,5. Extremely,4. Very,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neutral,4. Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,35-44 years old,8+ years,More than once per week,Regular volunteer,3. Somewhat,100-199,Predominantly White,,16,14,13,21,21
2022-04-02 19:03:22,2022-04-02 19:06:11,IP Address,99.42.114.24,100,169,True,2022-04-02 19:06:12,R_DMNWCdqz9ud64Mx,,,,,34.113800048828125,-83.9990997314453125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",2. Somewhat,2. Somewhat,2. Somewhat,5. Extremely,5. Extremely,4. Very,4. Very,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,Much more intelligent,A little better at preaching,Female,65+ years old,2-4 years,Almost never or never,Leadership position,3. Somewhat,500-1999,Predominantly White,,18,6,15,24,22
2022-04-02 19:14:37,2022-04-02 19:19:23,IP Address,72.168.160.129,100,286,True,2022-04-02 19:19:23,R_5msaLCaluy9tRG9,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,5. Extremely,5. Extremely,3. Average,4. Very,4. Very,4. Very,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,A little more intelligent,A little better at preaching,Female,35-44 years old,8+ years,Once per week,Regular volunteer,4. Well,200-499,Predominantly White,,15,14,12,20,20
2022-04-02 20:01:54,2022-04-02 20:02:41,IP Address,73.106.43.92,100,46,True,2022-04-02 20:02:41,R_a04QU5xUILtadzz,,,,,34.0796966552734375,-83.93280029296875,anonymous,EN,I do not meet the criteria and do NOT consent to begin the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-04-02 20:02:46,2022-04-02 20:05:58,IP Address,73.106.43.92,100,191,True,2022-04-02 20:05:58,R_31nsRXZcssvKblD,,,,,34.0796966552734375,-83.93280029296875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,3. Neutral,4. Agree,A little more friendly,A little better at preaching,Female,45-54 years old,5-8 years,Almost never or never,Regular attender,2. Slightly,500-1999,Multiracial,,20,12,13,23,21
2022-04-02 19:59:17,2022-04-02 20:11:38,IP Address,172.58.3.223,100,741,True,2022-04-02 20:11:38,R_1kN6bk7w9UVBQPP,,,,,33.889495849609375,-84.2920989990234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,5. Strongly Agree,3. Neutral,3. Neutral,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Female,45-54 years old,5-8 years,Once per month,Regular attender,3. Somewhat,200-499,Predominantly White,,16,12,11,20,23
2022-04-02 20:06:11,2022-04-02 20:14:04,IP Address,74.232.14.49,100,473,True,2022-04-02 20:14:05,R_DBr1E1J8nblm3yF,,,,,33.9481964111328125,-83.9944000244140625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,3. Average,3. Average,2. Somewhat,3. Average,3. Average,3. Average,3. Neutral,3. Neutral,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,A little more friendly,A little better at interacting with people,Female,65+ years old,2-4 years,Once per week,Regular volunteer,2. Slightly,100-199,Predominantly White,,11,9,9,20,19
2022-04-02 20:15:20,2022-04-02 20:18:37,IP Address,104.137.85.62,100,197,True,2022-04-02 20:18:37,R_3rTds68EVDLpPPS,,,,,31.0413970947265625,-85.88469696044921875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,4. Very,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Strongly Agree,4. Agree,3. Neutral,3. Neutral,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,A little more intelligent,Much better at preaching,Male,35-44 years old,5-8 years,More than once per week,Regular volunteer,3. Somewhat,200-499,Predominantly White,,19,13,12,21,21
2022-04-02 20:36:20,2022-04-02 20:39:35,IP Address,71.12.170.34,100,195,True,2022-04-02 20:39:35,R_r79cl5AHpG4MWyd,,,,,34.1793975830078125,-83.90160369873046875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,4. Very,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,45-54 years old,2-4 years,Once per week,Regular attender,3. Somewhat,200-499,Predominantly White,,19,12,15,25,25
2022-04-02 20:43:57,2022-04-02 20:47:14,IP Address,72.109.176.40,100,197,True,2022-04-02 20:47:14,R_2wmpH94IlSM10NH,,,,,33.8018951416015625,-84.38610076904296875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,5. Extremely,4. Very,4. Very,4. Very,4. Very,4. Agree,4. Agree,4. Agree,3. Neutral,3. Neutral,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,3. Neutral,A little more intelligent,A little better at interacting with people,Female,55-64 years old,0-1 year,Once per week,Regular attender,2. Slightly,200-499,Predominantly White,,16,14,12,17,18
2022-04-02 21:29:40,2022-04-02 21:41:07,IP Address,172.58.172.44,100,687,True,2022-04-02 21:41:07,R_1Qm5OHr5H63Fisy,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,3. Average,4. Very,4. Very,3. Neutral,3. Neutral,3. Neutral,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,Much more friendly,Much better at interacting with people,Female,45-54 years old,5-8 years,Once per week,Regular volunteer,5. Quite Well,200-499,Predominantly White,,15,15,9,21,23
2022-04-02 22:51:24,2022-04-02 22:56:01,IP Address,174.212.32.208,100,277,True,2022-04-02 22:56:02,R_2tu8iIKrbtC3hh6,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,A little more intelligent,A little better at preaching,Female,55-64 years old,8+ years,Once per month,Regular volunteer,5. Quite Well,500-1999,Predominantly White,,20,13,15,20,23
2022-04-02 23:03:05,2022-04-02 23:06:49,IP Address,24.158.148.168,100,224,True,2022-04-02 23:06:50,R_12QKfopG4FA9mmu,,,,,35.49859619140625,-86.08480072021484375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,3. Average,3. Average,5. Extremely,2. Somewhat,2. Somewhat,2. Somewhat,3. Neutral,2. Disagree,2. Disagree,2. Disagree,1. Strongly Disagree,1. Strongly Disagree,3. Neutral,1. Strongly Disagree,2. Disagree,1. Strongly Disagree,1. Strongly Disagree,1. Strongly Disagree,2. Disagree,Much more friendly,Much better at preaching,Female,35-44 years old,2-4 years,More than once per week,Regular attender,4. Well,200-499,Predominantly White,,11,9,7,8,7
2022-04-02 23:15:55,2022-04-02 23:18:27,IP Address,71.12.155.213,100,152,True,2022-04-02 23:18:27,R_1i9D7hV5auGwgHg,,,,,34.1793975830078125,-83.90160369873046875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,4. Very,4. Very,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,A little more friendly,A little better at interacting with people,Female,25-34 years old,5-8 years,More than once per week,Regular volunteer,5. Quite Well,200-499,Predominantly White,,16,15,14,22,22
2022-04-02 23:31:42,2022-04-02 23:35:12,IP Address,73.82.225.232,100,209,True,2022-04-02 23:35:12,R_W8U1mMuIUYxZBpD,,,,,33.997802734375,-83.71240234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,4. Very,3. Average,5. Extremely,4. Very,4. Very,4. Very,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,3. Neutral,3. Neutral,3. Neutral,4. Agree,3. Neutral,3. Neutral,3. Neutral,4. Agree,4. Agree,A little more intelligent,Much better at preaching,Female,45-54 years old,8+ years,Almost never or never,Regular attender,2. Slightly,2000+,Predominantly White,,17,10,13,16,17
2022-04-03 05:28:19,2022-04-03 05:32:41,IP Address,98.251.55.224,100,262,True,2022-04-03 05:32:42,R_rqEVBqiOAUvM4wN,,,,,33.997802734375,-83.71240234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,Much more intelligent,Much better at preaching,Female,25-34 years old,5-8 years,Once per month,Regular volunteer,4. Well,2000+,Predominantly White,,20,15,13,25,24
2022-04-03 07:37:15,2022-04-03 07:42:28,IP Address,47.39.164.91,100,313,True,2022-04-03 07:42:29,R_W6uhMDTssn12wV3,,,,,34.3542938232421875,-83.889801025390625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,A little more intelligent,Much better at preaching,Male,55-64 years old,2-4 years,Almost never or never,Regular volunteer,1. Not at all,2000+,Predominantly White,,20,13,15,21,19
2022-04-03 09:18:30,2022-04-03 09:21:48,IP Address,76.20.223.130,100,198,True,2022-04-03 09:21:48,R_3soeMtlbuYCvLSs,,,,,33.9915924072265625,-83.89009857177734375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,A little more friendly,A little better at interacting with people,Female,45-54 years old,5-8 years,Once per week,Regular volunteer,4. Well,500-1999,Predominantly White,,19,15,15,25,22
2022-04-03 09:48:14,2022-04-03 10:02:23,IP Address,174.209.195.189,100,849,True,2022-04-03 10:02:24,R_3eh5B7VX6bKQx3W,,,,,33.822906494140625,-84.3535003662109375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,2. Somewhat,2. Somewhat,5. Extremely,3. Average,4. Very,4. Very,4. Agree,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,2. Disagree,2. Disagree,2. Disagree,2. Disagree,3. Neutral,4. Agree,A little more friendly,A little better at interacting with people,Female,35-44 years old,5-8 years,More than once per week,Regular volunteer,3. Somewhat,200-499,Predominantly White,,16,7,10,14,13
2022-04-03 10:18:44,2022-04-03 10:29:02,IP Address,12.190.236.27,100,618,True,2022-04-03 10:29:03,R_YWiEbUdTM8v8CI1,,,,,33.874298095703125,-84.465301513671875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",2. Somewhat,2. Somewhat,2. Somewhat,2. Somewhat,4. Very,3. Average,3. Average,4. Agree,4. Agree,3. Neutral,2. Disagree,3. Neutral,3. Neutral,3. Neutral,2. Disagree,2. Disagree,2. Disagree,3. Neutral,3. Neutral,4. Agree,A little more intelligent,A little better at preaching,Male,55-64 years old,8+ years,Almost never or never,Regular attender,4. Well,200-499,Predominantly White,,12,6,11,13,14
2022-04-03 10:51:11,2022-04-03 10:53:52,IP Address,24.159.108.168,100,160,True,2022-04-03 10:53:52,R_x934TsrTCxdGcAF,,,,,33.3708038330078125,-84.815399169921875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,4. Agree,A little more intelligent,A little better at preaching,Female,65+ years old,2-4 years,Once per month,Sporadic attender,3. Somewhat,100-199,Predominantly White,,16,12,12,18,19
2022-04-03 14:09:57,2022-04-03 14:19:34,IP Address,76.229.129.9,100,577,True,2022-04-03 14:19:35,R_1gACXsDY1z4j0SU,,,,,34.0796966552734375,-83.93280029296875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,35-44 years old,5-8 years,More than once per week,Leadership position,4. Well,500-1999,Predominantly White,,19,15,15,25,25
2022-04-03 19:58:11,2022-04-03 20:04:53,IP Address,96.61.175.203,100,402,True,2022-04-03 20:04:54,R_2xzP6WHKTf8h5bJ,,,,,36.0164031982421875,-86.56150054931640625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,1. Strongly Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at interacting with people,Female,55-64 years old,8+ years,Once per week,Leadership position,5. Quite Well,100-199,Predominantly White,,19,14,15,21,25
2022-04-03 20:48:31,2022-04-03 20:54:55,IP Address,73.224.1.246,100,383,True,2022-04-03 20:54:55,R_3eludOMw8p8o7p2,,,,,30.2754974365234375,-81.5814971923828125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,Much better at preaching,Male,65+ years old,8+ years,Once per month,Regular attender,5. Quite Well,100-199,Predominantly White,,16,12,15,20,24
2022-04-03 22:06:00,2022-04-03 22:09:00,IP Address,99.108.232.162,100,179,True,2022-04-03 22:09:00,R_DMMrq3CIRRayQyR,,,,,34.113800048828125,-83.9990997314453125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,25-34 years old,0-1 year,More than once per week,Regular attender,3. Somewhat,200-499,Predominantly White,,20,15,15,25,25
2022-04-03 22:06:57,2022-04-03 22:14:39,IP Address,71.28.205.58,100,462,True,2022-04-03 22:14:39,R_1OOXGWN6ybmgHcv,,,,,34.6920013427734375,-85.26020050048828125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Male,65+ years old,8+ years,More than once per week,Leadership position,5. Quite Well,200-499,Predominantly White,,19,13,15,25,24
2022-04-03 23:41:16,2022-04-03 23:43:47,IP Address,75.139.131.21,100,150,True,2022-04-03 23:43:47,R_31t75QbpsXbH0dK,,,,,34.113800048828125,-83.9990997314453125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,5. Extremely,4. Very,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Male,25-34 years old,5-8 years,Once per month,Regular volunteer,4. Well,200-499,Predominantly White,,17,15,12,21,23
