StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6 (continued)_1,Q6 (continued)_2,Q6 (continued)_3,Q6 (continued)_4,Q6 (continued)_5,Q6 (continued)_6,Q6 (continued)_7,Q6 (continued)_8,Q6 (continued)_9,Q6 (continued)_10,Q6 (continued)_11,Q6 (continued)_12,Q6 (continued)_13,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q6 _1,Q6 _2,Q6 _3,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q8_22,Q8_23,Q8_24,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q9_21,Q9_22,Q9_23,Q9_24,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
2022-11-07 09:55:43,2022-11-07 10:02:27,IP Address,128.92.72.51,100,403,True,2022-11-07 10:02:27,R_D6rQRVJ7qZx8OmR,,,,,34.5251,-82.6307,anonymous,EN,19,Female,Married,White,Non-Hispanic,A Moderate Amount,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,Very Much,Quite a Bit,A Moderate Amount,A Moderate Amount,Quite a Bit,Somewhat,A Moderate Amount,Quite a Bit,Quite a Bit,A Moderate Amount,A Moderate Amount,Not at All,Very Much,Quite a Bit,Very Much,Quite a Bit,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,Quite a Bit,Very Much,Somewhat,Very Much,Very Much,Very Much,Very Much,4 - Pretty well,4 - Pretty well,2 - Not very well,2 - Not very well,2 - Not very well,4 - Pretty well,2 - Not very well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,2 - Not very well,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,2 - Not very well,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Agree,Agree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,79,73,32,24,22,10,12,25,27
2022-11-07 09:59:56,2022-11-07 10:06:35,IP Address,128.92.72.51,100,399,True,2022-11-07 10:06:36,R_2q1v1iYW7qUrlFs,,,,,34.5251,-82.6307,anonymous,EN,20,Female,Married,White,Non-Hispanic,Quite a Bit,Very Much,A Moderate Amount,A Moderate Amount,Somewhat,Quite a Bit,Very Much,Quite a Bit,Very Much,Not at All,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,A Moderate Amount,Not at All,Quite a Bit,Quite a Bit,Very Much,Somewhat,Somewhat,Not at All,Very Much,Somewhat,Very Much,Very Much,Very Much,Quite a Bit,A Moderate Amount,Very Much,Quite a Bit,Very Much,Not at All,Somewhat,A Moderate Amount,Somewhat,Somewhat,4 - Pretty well,2 - Not very well,3 - Neutral,2 - Not very well,1 - Not at all,3 - Neutral,4 - Pretty well,2 - Not very well,1 - Not at all,5 - Very well,4 - Pretty well,2 - Not very well,2 - Not very well,1 - Not at all,3 - Neutral,5 - Very well,2 - Not very well,5 - Very well,5 - Very well,4 - Pretty well,2 - Not very well,5 - Very well,4 - Pretty well,1 - Not at all,Often,Sometimes,Often,Sometimes,Sometimes,Often,Never,Rarely,Rarely,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Often,Never,Rarely,Sometimes,Rarely,Rarely,Often,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,72,57,56,26,27,12,13,26,33
2022-11-07 10:04:34,2022-11-07 10:08:49,IP Address,128.92.72.51,100,254,True,2022-11-07 10:08:50,R_0jQiqzW2UqNC4Zb,,,,,34.5251,-82.6307,anonymous,EN,20,Female,Married,White,Non-Hispanic,Very Much,Very Much,Very Much,A Moderate Amount,Quite a Bit,A Moderate Amount,Quite a Bit,Quite a Bit,Quite a Bit,A Moderate Amount,A Moderate Amount,Very Much,A Moderate Amount,Somewhat,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Very Much,Not at All,Quite a Bit,Not at All,Very Much,Somewhat,A Moderate Amount,Very Much,Not at All,Very Much,Very Much,Very Much,Very Much,Quite a Bit,Quite a Bit,Not at All,Very Much,Quite a Bit,A Moderate Amount,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,2 - Not very well,2 - Not very well,3 - Neutral,4 - Pretty well,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,5 - Very well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,3 - Neutral,4 - Pretty well,3 - Neutral,1 - Not at all,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Never,Often,Often,Sometimes,Often,Often,Never,Often,Often,Never,Often,Sometimes,Rarely,Sometimes,Rarely,Often,Never,Sometimes,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,80,77,18,25,26,13,20,20,36
2022-11-07 10:21:46,2022-11-07 10:29:13,IP Address,128.92.72.101,100,447,True,2022-11-07 10:29:14,R_2TGif2w3cFxXqPr,,,,,34.5251,-82.6307,anonymous,EN,20,Female,Married,White,Non-Hispanic,A Moderate Amount,Quite a Bit,Somewhat,A Moderate Amount,A Moderate Amount,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Somewhat,Somewhat,Quite a Bit,Quite a Bit,Somewhat,A Moderate Amount,Not at All,Quite a Bit,Somewhat,Quite a Bit,Somewhat,Quite a Bit,Not at All,Somewhat,Quite a Bit,Somewhat,Somewhat,Somewhat,A Moderate Amount,Somewhat,Somewhat,Somewhat,A Moderate Amount,Not at All,Somewhat,Somewhat,Somewhat,Somewhat,3 - Neutral,2 - Not very well,2 - Not very well,2 - Not very well,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,2 - Not very well,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,2 - Not very well,Sometimes,Rarely,Rarely,Sometimes,Rarely,Often,Never,Often,Often,Sometimes,Often,Often,Sometimes,Often,Often,Rarely,Often,Sometimes,Often,Never,Sometimes,Often,Never,Sometimes,Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,76,80,26,24,29,15,19,15,27
2022-11-07 12:14:41,2022-11-07 12:22:19,IP Address,128.92.72.51,100,458,True,2022-11-07 12:22:20,R_2rONyCN78CaVGbV,,,,,34.5251,-82.6307,anonymous,EN,19,Male,Never married,White,Non-Hispanic,Quite a Bit,Very Much,Not at All,Somewhat,Somewhat,Somewhat,Quite a Bit,Very Much,A Moderate Amount,Somewhat,A Moderate Amount,Very Much,A Moderate Amount,Somewhat,Somewhat,Not at All,Quite a Bit,Somewhat,A Moderate Amount,Not at All,Somewhat,Not at All,Somewhat,A Moderate Amount,A Moderate Amount,Very Much,Not at All,Somewhat,Somewhat,Not at All,Quite a Bit,Somewhat,Not at All,Quite a Bit,A Moderate Amount,Somewhat,Not at All,3 - Neutral,5 - Very well,2 - Not very well,2 - Not very well,4 - Pretty well,5 - Very well,2 - Not very well,5 - Very well,4 - Pretty well,5 - Very well,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,3 - Neutral,4 - Pretty well,3 - Neutral,2 - Not very well,Sometimes,Never,Rarely,Often,Never,Often,Rarely,Often,Often,Rarely,Often,Sometimes,Sometimes,Often,Often,Rarely,Often,Often,Sometimes,Rarely,Often,Often,Sometimes,Rarely,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Disagree,87,79,39,26,24,14,20,16,27
2022-11-07 13:02:55,2022-11-07 13:11:26,IP Address,128.92.72.51,100,511,True,2022-11-07 13:11:27,R_1LGtvjyV6tqmLTM,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Never married,White,Non-Hispanic,Very Much,Very Much,Somewhat,Very Much,Very Much,Not at All,Very Much,Very Much,Quite a Bit,Not at All,Somewhat,Very Much,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,Quite a Bit,Not at All,Very Much,Not at All,Quite a Bit,Quite a Bit,Somewhat,Somewhat,Not at All,Very Much,Very Much,Quite a Bit,A Moderate Amount,Very Much,Somewhat,Quite a Bit,Quite a Bit,Not at All,Somewhat,5 - Very well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,2 - Not very well,4 - Pretty well,3 - Neutral,2 - Not very well,Often,Sometimes,Never,Sometimes,Sometimes,Often,Rarely,Often,Rarely,Often,Rarely,Often,Rarely,Often,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,92,73,23,28,33,19,24,11,33
2022-11-07 13:16:40,2022-11-07 13:25:09,IP Address,128.92.72.51,100,509,True,2022-11-07 13:25:11,R_1NxFQxJ3J9Lvb3V,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Never married,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,A Moderate Amount,A Moderate Amount,Very Much,Quite a Bit,Quite a Bit,A Moderate Amount,Very Much,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,Somewhat,Somewhat,A Moderate Amount,Quite a Bit,Somewhat,A Moderate Amount,Not at All,Very Much,Quite a Bit,Somewhat,Somewhat,Somewhat,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Very Much,Somewhat,A Moderate Amount,Quite a Bit,Somewhat,A Moderate Amount,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,2 - Not very well,5 - Very well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,5 - Very well,4 - Pretty well,Sometimes,Rarely,Rarely,Often,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Often,Often,Never,Never,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,90,80,21,27,26,16,19,20,32
2022-11-07 13:27:43,2022-11-07 13:35:18,IP Address,128.92.72.51,100,454,True,2022-11-07 13:35:19,R_3I6sbGhktUsrhXi,,,,,34.5251,-82.6307,anonymous,EN,18,Male,Married,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,Very Much,Not at All,Very Much,Very Much,Very Much,A Moderate Amount,Somewhat,Very Much,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,A Moderate Amount,Very Much,A Moderate Amount,A Moderate Amount,Not at All,Very Much,Very Much,Very Much,Somewhat,Quite a Bit,Not at All,Somewhat,Not at All,A Moderate Amount,A Moderate Amount,1 - Not at all,4 - Pretty well,2 - Not very well,1 - Not at all,4 - Pretty well,2 - Not very well,2 - Not very well,2 - Not very well,4 - Pretty well,3 - Neutral,2 - Not very well,5 - Very well,2 - Not very well,2 - Not very well,2 - Not very well,3 - Neutral,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,5 - Very well,2 - Not very well,4 - Pretty well,4 - Pretty well,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Never,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Often,Often,Rarely,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Never,Rarely,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,70,75,32,30,31,18,25,11,32
2022-11-07 13:28:45,2022-11-07 13:36:02,IP Address,128.92.72.51,100,437,True,2022-11-07 13:36:03,R_23W670YQU98ah1B,,,,,34.5251,-82.6307,anonymous,EN,20,Male,Married,White,Non-Hispanic,A Moderate Amount,Very Much,Not at All,Quite a Bit,Very Much,Not at All,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Not at All,Very Much,A Moderate Amount,Very Much,Not at All,Very Much,A Moderate Amount,A Moderate Amount,Not at All,Very Much,Very Much,A Moderate Amount,Very Much,Not at All,Very Much,Very Much,Very Much,Very Much,Very Much,Not at All,Very Much,Very Much,Not at All,Somewhat,5 - Very well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,2 - Not very well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,2 - Not very well,5 - Very well,5 - Very well,5 - Very well,4 - Pretty well,5 - Very well,5 - Very well,Never,Never,Never,Never,Never,Often,Never,Sometimes,Sometimes,Never,Rarely,Often,Never,Never,Often,Never,Often,Often,Often,Rarely,Often,Often,Never,Never,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,109,82,12,26,25,18,23,16,37
2022-11-07 13:55:35,2022-11-07 14:01:33,IP Address,174.235.33.219,100,357,True,2022-11-07 14:01:34,R_1mIyVQyWQNIA8Us,,,,,34.0021,-81.0423,anonymous,EN,19,Female,Married,White,Non-Hispanic,Quite a Bit,Quite a Bit,Somewhat,A Moderate Amount,Very Much,Not at All,Quite a Bit,Very Much,Very Much,Not at All,A Moderate Amount,A Moderate Amount,Somewhat,Somewhat,Very Much,Not at All,Very Much,Not at All,Quite a Bit,Not at All,Quite a Bit,Not at All,A Moderate Amount,Very Much,Quite a Bit,Quite a Bit,Not at All,Very Much,Very Much,Very Much,Very Much,A Moderate Amount,Not at All,Very Much,A Moderate Amount,Somewhat,A Moderate Amount,4 - Pretty well,3 - Neutral,5 - Very well,3 - Neutral,1 - Not at all,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,1 - Not at all,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,4 - Pretty well,3 - Neutral,5 - Very well,5 - Very well,3 - Neutral,Rarely,Never,Never,Rarely,Never,Often,Never,Often,Often,Rarely,Often,Often,Never,Often,Often,Never,Often,Rarely,Often,Never,Often,Often,Never,Rarely,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,94,90,26,24,30,12,25,13,36
2022-11-07 14:01:40,2022-11-07 14:10:39,IP Address,128.92.72.51,100,539,True,2022-11-07 14:10:40,R_1j6OQyTVt9L0OMa,,,,,34.5251,-82.6307,anonymous,EN,18,Male,Married,White,Non-Hispanic,Quite a Bit,Very Much,Somewhat,Quite a Bit,A Moderate Amount,Somewhat,Quite a Bit,Quite a Bit,Quite a Bit,Somewhat,A Moderate Amount,Quite a Bit,A Moderate Amount,Not at All,Quite a Bit,Somewhat,Very Much,Somewhat,Quite a Bit,Not at All,Very Much,Not at All,A Moderate Amount,A Moderate Amount,Somewhat,Quite a Bit,Somewhat,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,A Moderate Amount,Not at All,Very Much,A Moderate Amount,Somewhat,Somewhat,4 - Pretty well,2 - Not very well,2 - Not very well,3 - Neutral,2 - Not very well,3 - Neutral,4 - Pretty well,3 - Neutral,2 - Not very well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,5 - Very well,2 - Not very well,5 - Very well,4 - Pretty well,2 - Not very well,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,79,63,39,24,30,16,19,14,32
2022-11-07 14:04:20,2022-11-07 14:13:58,IP Address,172.58.155.7,100,578,True,2022-11-07 14:13:59,R_3Lb8IsCJI7oDokQ,,,,,35.2296,-80.843,anonymous,EN,18,Female,Married,White,Non-Hispanic,Quite a Bit,Quite a Bit,A Moderate Amount,A Moderate Amount,Somewhat,A Moderate Amount,Very Much,A Moderate Amount,Quite a Bit,Somewhat,A Moderate Amount,Quite a Bit,Not at All,Somewhat,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Very Much,Not at All,A Moderate Amount,Somewhat,Very Much,Not at All,A Moderate Amount,Somewhat,Somewhat,Quite a Bit,Somewhat,Very Much,Very Much,Very Much,Somewhat,Quite a Bit,A Moderate Amount,A Moderate Amount,Quite a Bit,2 - Not very well,2 - Not very well,4 - Pretty well,2 - Not very well,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,3 - Neutral,2 - Not very well,4 - Pretty well,2 - Not very well,3 - Neutral,1 - Not at all,3 - Neutral,4 - Pretty well,2 - Not very well,2 - Not very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,2 - Not very well,Often,Sometimes,Sometimes,Often,Sometimes,Often,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Often,Rarely,Sometimes,Never,Sometimes,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,67,62,45,26,26,10,15,19,29
2022-11-07 14:23:33,2022-11-07 14:28:21,IP Address,128.92.72.51,100,287,True,2022-11-07 14:28:23,R_2uEh3uVAsiC4sxo,,,,,34.5251,-82.6307,anonymous,EN,19,Female,Married,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,Quite a Bit,Not at All,Very Much,Very Much,Very Much,Not at All,A Moderate Amount,Very Much,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,Quite a Bit,Not at All,Quite a Bit,Not at All,Somewhat,A Moderate Amount,Quite a Bit,A Moderate Amount,Not at All,Very Much,Very Much,Very Much,Very Much,Very Much,Somewhat,Somewhat,A Moderate Amount,Not at All,Somewhat,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,5 - Very well,5 - Very well,4 - Pretty well,3 - Neutral,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,2 - Not very well,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,5 - Very well,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,2 - Not very well,Rarely,Rarely,Rarely,Often,Rarely,Often,Never,Often,Often,Sometimes,Often,Often,Rarely,Often,Often,Never,Often,Rarely,Often,Never,Rarely,Often,Never,Rarely,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,93,85,13,29,32,19,22,12,37
2022-11-07 14:22:35,2022-11-07 14:29:56,IP Address,128.92.72.51,100,441,True,2022-11-07 14:29:57,R_3Pcz3hNHGjPGeMS,,,,,34.5251,-82.6307,anonymous,EN,19,Male,Married,White,Non-Hispanic,Quite a Bit,Quite a Bit,Somewhat,Somewhat,Very Much,Not at All,Very Much,Very Much,Very Much,Not at All,Not at All,Very Much,Very Much,A Moderate Amount,Very Much,Not at All,Very Much,Not at All,Somewhat,Not at All,Quite a Bit,Not at All,Not at All,Very Much,Not at All,Somewhat,Not at All,A Moderate Amount,Somewhat,A Moderate Amount,A Moderate Amount,A Moderate Amount,A Moderate Amount,Very Much,Quite a Bit,Somewhat,Not at All,4 - Pretty well,5 - Very well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,4 - Pretty well,5 - Very well,4 - Pretty well,3 - Neutral,4 - Pretty well,2 - Not very well,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Often,Sometimes,Never,Rarely,Sometimes,Never,Often,Sometimes,,Rarely,Often,Often,Never,Never,Agree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,103,78,19,25,32,15,25,6,26
2022-11-07 14:26:38,2022-11-07 14:32:42,IP Address,174.203.240.167,100,364,True,2022-11-07 14:32:43,R_2tLPIXQwSqF7Utg,,,,,35.2296,-80.843,anonymous,EN,18,Female,Married,White,Non-Hispanic,Very Much,Very Much,A Moderate Amount,A Moderate Amount,Quite a Bit,Not at All,Very Much,Quite a Bit,Very Much,Somewhat,A Moderate Amount,A Moderate Amount,A Moderate Amount,A Moderate Amount,Very Much,Not at All,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Quite a Bit,Somewhat,Somewhat,Somewhat,Not at All,Somewhat,Not at All,Somewhat,Somewhat,A Moderate Amount,A Moderate Amount,Very Much,A Moderate Amount,Somewhat,Not at All,Somewhat,Not at All,5 - Very well,5 - Very well,2 - Not very well,1 - Not at all,2 - Not very well,4 - Pretty well,2 - Not very well,5 - Very well,2 - Not very well,2 - Not very well,3 - Neutral,1 - Not at all,3 - Neutral,4 - Pretty well,3 - Neutral,3 - Neutral,3 - Neutral,5 - Very well,2 - Not very well,2 - Not very well,1 - Not at all,4 - Pretty well,1 - Not at all,3 - Neutral,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Often,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,Often,Often,Never,Sometimes,Often,Sometimes,Often,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Disagree,68,60,57,24,29,14,19,9,23
2022-11-07 14:24:02,2022-11-07 14:34:25,IP Address,128.92.72.51,100,622,True,2022-11-07 14:34:26,R_1OWd7fss7LuELqL,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Divorced,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,Quite a Bit,Not at All,Very Much,Very Much,A Moderate Amount,Not at All,Somewhat,A Moderate Amount,Somewhat,Not at All,Quite a Bit,Not at All,Very Much,Not at All,Very Much,Not at All,A Moderate Amount,Not at All,A Moderate Amount,A Moderate Amount,Not at All,A Moderate Amount,Not at All,Very Much,Very Much,Quite a Bit,Very Much,Quite a Bit,Not at All,Very Much,Very Much,Not at All,Very Much,4 - Pretty well,2 - Not very well,4 - Pretty well,2 - Not very well,3 - Neutral,5 - Very well,2 - Not very well,4 - Pretty well,2 - Not very well,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,1 - Not at all,3 - Neutral,3 - Neutral,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,3 - Neutral,3 - Neutral,3 - Neutral,2 - Not very well,Sometimes,Never,Rarely,Often,Sometimes,Often,Never,Often,Often,Sometimes,Sometimes,Often,Rarely,Often,Often,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Often,Rarely,Rarely,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,80,80,12,28,29,13,22,10,37
